16.5;288112e27313;quicker;113.6MiB / 1.953GiB;5.68%;7.82%;682kB / 2.89MB
17.0;288112e27313;quicker;113.6MiB / 1.953GiB;5.68%;0.97%;682kB / 2.89MB
17.5;288112e27313;quicker;113.6MiB / 1.953GiB;5.68%;0.97%;682kB / 2.89MB
18.0;288112e27313;quicker;113.6MiB / 1.953GiB;5.68%;0.39%;682kB / 2.89MB
18.5;288112e27313;quicker;113.6MiB / 1.953GiB;5.68%;0.39%;682kB / 2.89MB
19.0;288112e27313;quicker;113.8MiB / 1.953GiB;5.69%;1.50%;683kB / 2.89MB
19.5;288112e27313;quicker;113.8MiB / 1.953GiB;5.69%;1.50%;683kB / 2.89MB
20.0;288112e27313;quicker;113.8MiB / 1.953GiB;5.69%;3.23%;685kB / 2.9MB
20.5;288112e27313;quicker;113.8MiB / 1.953GiB;5.69%;3.23%;685kB / 2.9MB
21.0;288112e27313;quicker;114.4MiB / 1.953GiB;5.72%;8.08%;689kB / 2.93MB
21.5;288112e27313;quicker;114.4MiB / 1.953GiB;5.72%;8.08%;689kB / 2.93MB
22.0;288112e27313;quicker;114.6MiB / 1.953GiB;5.73%;10.76%;694kB / 3MB
22.5;288112e27313;quicker;114.6MiB / 1.953GiB;5.73%;10.76%;694kB / 3MB
23.0;288112e27313;quicker;114.9MiB / 1.953GiB;5.74%;18.35%;700kB / 3.16MB
23.5;288112e27313;quicker;114.9MiB / 1.953GiB;5.74%;18.35%;700kB / 3.16MB
24.0;288112e27313;quicker;115.1MiB / 1.953GiB;5.76%;11.67%;705kB / 3.23MB
24.5;288112e27313;quicker;115.1MiB / 1.953GiB;5.76%;11.67%;705kB / 3.23MB
25.0;288112e27313;quicker;115.3MiB / 1.953GiB;5.76%;11.96%;709kB / 3.3MB
25.5;288112e27313;quicker;115.3MiB / 1.953GiB;5.76%;11.96%;709kB / 3.3MB
26.0;288112e27313;quicker;115.7MiB / 1.953GiB;5.78%;12.25%;713kB / 3.37MB
26.5;288112e27313;quicker;115.7MiB / 1.953GiB;5.78%;12.25%;713kB / 3.37MB
27.0;288112e27313;quicker;115.8MiB / 1.953GiB;5.79%;4.49%;715kB / 3.38MB
27.5;288112e27313;quicker;115.8MiB / 1.953GiB;5.79%;4.49%;715kB / 3.38MB
28.0;288112e27313;quicker;115.9MiB / 1.953GiB;5.79%;3.70%;717kB / 3.39MB
28.5;288112e27313;quicker;115.9MiB / 1.953GiB;5.79%;3.70%;717kB / 3.39MB
29.0;288112e27313;quicker;116MiB / 1.953GiB;5.80%;9.69%;720kB / 3.47MB
29.5;288112e27313;quicker;116MiB / 1.953GiB;5.80%;9.69%;720kB / 3.47MB
30.0;288112e27313;quicker;116.3MiB / 1.953GiB;5.81%;20.53%;728kB / 3.67MB
30.5;288112e27313;quicker;116.3MiB / 1.953GiB;5.81%;20.53%;728kB / 3.67MB
31.0;288112e27313;quicker;116.4MiB / 1.953GiB;5.82%;10.41%;733kB / 3.74MB
31.5;288112e27313;quicker;116.4MiB / 1.953GiB;5.82%;10.41%;733kB / 3.74MB
32.0;288112e27313;quicker;116.5MiB / 1.953GiB;5.82%;5.50%;736kB / 3.76MB
32.5;288112e27313;quicker;116.5MiB / 1.953GiB;5.82%;5.50%;736kB / 3.76MB
33.0;288112e27313;quicker;116.6MiB / 1.953GiB;5.83%;5.91%;738kB / 3.8MB
33.5;288112e27313;quicker;116.6MiB / 1.953GiB;5.83%;5.91%;738kB / 3.8MB
34.0;288112e27313;quicker;116.5MiB / 1.953GiB;5.82%;2.77%;740kB / 3.8MB
34.5;288112e27313;quicker;116.5MiB / 1.953GiB;5.82%;2.77%;740kB / 3.8MB
35.0;288112e27313;quicker;116.7MiB / 1.953GiB;5.84%;5.34%;742kB / 3.83MB
35.5;288112e27313;quicker;116.7MiB / 1.953GiB;5.84%;5.34%;742kB / 3.83MB
36.0;288112e27313;quicker;116.9MiB / 1.953GiB;5.84%;9.66%;747kB / 3.89MB
36.5;288112e27313;quicker;116.9MiB / 1.953GiB;5.84%;9.66%;747kB / 3.89MB
37.0;288112e27313;quicker;116.9MiB / 1.953GiB;5.84%;13.49%;750kB / 3.95MB
37.5;288112e27313;quicker;116.9MiB / 1.953GiB;5.84%;13.49%;750kB / 3.95MB
38.0;288112e27313;quicker;116.9MiB / 1.953GiB;5.84%;8.70%;754kB / 4.06MB
38.5;288112e27313;quicker;116.9MiB / 1.953GiB;5.84%;8.70%;754kB / 4.06MB
39.0;288112e27313;quicker;117MiB / 1.953GiB;5.85%;4.64%;756kB / 4.08MB
39.5;288112e27313;quicker;117MiB / 1.953GiB;5.85%;4.64%;756kB / 4.08MB
40.0;288112e27313;quicker;117MiB / 1.953GiB;5.85%;3.76%;758kB / 4.1MB
40.5;288112e27313;quicker;117MiB / 1.953GiB;5.85%;3.76%;758kB / 4.1MB
41.0;288112e27313;quicker;117MiB / 1.953GiB;5.85%;4.97%;759kB / 4.16MB
41.5;288112e27313;quicker;117MiB / 1.953GiB;5.85%;4.97%;759kB / 4.16MB
42.0;288112e27313;quicker;117MiB / 1.953GiB;5.85%;4.76%;760kB / 4.22MB
42.5;288112e27313;quicker;117MiB / 1.953GiB;5.85%;4.76%;760kB / 4.22MB
43.0;288112e27313;quicker;117.2MiB / 1.953GiB;5.86%;7.57%;762kB / 4.3MB
43.5;288112e27313;quicker;117.2MiB / 1.953GiB;5.86%;7.57%;762kB / 4.3MB
44.0;288112e27313;quicker;117.2MiB / 1.953GiB;5.86%;5.09%;763kB / 4.38MB
44.5;288112e27313;quicker;117.2MiB / 1.953GiB;5.86%;5.09%;763kB / 4.38MB
45.0;288112e27313;quicker;117.2MiB / 1.953GiB;5.86%;6.59%;763kB / 4.46MB
45.5;288112e27313;quicker;117.2MiB / 1.953GiB;5.86%;6.59%;763kB / 4.46MB
46.0;288112e27313;quicker;117.3MiB / 1.953GiB;5.86%;6.64%;764kB / 4.54MB
46.5;288112e27313;quicker;117.3MiB / 1.953GiB;5.86%;6.64%;764kB / 4.54MB
47.0;288112e27313;quicker;117.4MiB / 1.953GiB;5.87%;7.53%;766kB / 4.61MB
47.5;288112e27313;quicker;117.4MiB / 1.953GiB;5.87%;7.53%;766kB / 4.61MB
48.0;288112e27313;quicker;117.5MiB / 1.953GiB;5.88%;5.42%;767kB / 4.66MB
48.5;288112e27313;quicker;117.5MiB / 1.953GiB;5.88%;5.42%;767kB / 4.66MB
49.0;288112e27313;quicker;117.5MiB / 1.953GiB;5.88%;5.42%;767kB / 4.66MB
49.5;288112e27313;quicker;117.4MiB / 1.953GiB;5.87%;0.98%;768kB / 4.66MB
50.0;288112e27313;quicker;117.4MiB / 1.953GiB;5.87%;0.98%;768kB / 4.66MB
50.5;288112e27313;quicker;117.4MiB / 1.953GiB;5.87%;0.62%;769kB / 4.66MB
51.0;288112e27313;quicker;117.4MiB / 1.953GiB;5.87%;0.62%;769kB / 4.66MB
51.5;288112e27313;quicker;117.5MiB / 1.953GiB;5.88%;4.52%;769kB / 4.74MB
52.0;288112e27313;quicker;117.5MiB / 1.953GiB;5.88%;4.52%;769kB / 4.74MB
52.5;288112e27313;quicker;117.6MiB / 1.953GiB;5.88%;3.15%;771kB / 4.77MB
53.0;288112e27313;quicker;117.6MiB / 1.953GiB;5.88%;3.15%;771kB / 4.77MB
53.5;288112e27313;quicker;117.7MiB / 1.953GiB;5.88%;17.02%;773kB / 5.02MB
54.0;288112e27313;quicker;117.7MiB / 1.953GiB;5.88%;17.02%;773kB / 5.02MB
54.5;288112e27313;quicker;117.7MiB / 1.953GiB;5.89%;11.65%;774kB / 5.19MB
55.0;288112e27313;quicker;117.7MiB / 1.953GiB;5.89%;11.65%;774kB / 5.19MB
55.5;288112e27313;quicker;117.9MiB / 1.953GiB;5.89%;8.20%;774kB / 5.31MB
56.0;288112e27313;quicker;117.9MiB / 1.953GiB;5.89%;8.20%;774kB / 5.31MB
56.5;288112e27313;quicker;117.8MiB / 1.953GiB;5.89%;0.86%;775kB / 5.31MB
57.0;288112e27313;quicker;117.8MiB / 1.953GiB;5.89%;0.86%;775kB / 5.31MB
57.5;288112e27313;quicker;117.8MiB / 1.953GiB;5.89%;0.67%;775kB / 5.31MB
58.0;288112e27313;quicker;117.8MiB / 1.953GiB;5.89%;0.67%;775kB / 5.31MB
58.5;288112e27313;quicker;117.8MiB / 1.953GiB;5.89%;2.97%;775kB / 5.34MB
59.0;288112e27313;quicker;117.8MiB / 1.953GiB;5.89%;2.97%;775kB / 5.34MB
59.5;288112e27313;quicker;117.8MiB / 1.953GiB;5.89%;2.33%;776kB / 5.37MB
60.0;288112e27313;quicker;117.8MiB / 1.953GiB;5.89%;2.33%;776kB / 5.37MB
60.5;288112e27313;quicker;117.9MiB / 1.953GiB;5.89%;9.83%;777kB / 5.51MB
61.0;288112e27313;quicker;117.9MiB / 1.953GiB;5.89%;9.83%;777kB / 5.51MB
61.5;288112e27313;quicker;117.9MiB / 1.953GiB;5.89%;0.32%;777kB / 5.51MB
62.0;288112e27313;quicker;117.9MiB / 1.953GiB;5.89%;0.32%;777kB / 5.51MB
62.5;288112e27313;quicker;117.9MiB / 1.953GiB;5.89%;2.87%;777kB / 5.57MB
63.0;288112e27313;quicker;117.9MiB / 1.953GiB;5.89%;2.87%;777kB / 5.57MB
63.5;288112e27313;quicker;117.9MiB / 1.953GiB;5.89%;5.00%;778kB / 5.64MB
64.0;288112e27313;quicker;117.9MiB / 1.953GiB;5.89%;5.00%;778kB / 5.64MB
64.5;288112e27313;quicker;117.9MiB / 1.953GiB;5.89%;3.53%;778kB / 5.69MB
65.0;288112e27313;quicker;117.9MiB / 1.953GiB;5.89%;3.53%;778kB / 5.69MB
65.5;288112e27313;quicker;117.9MiB / 1.953GiB;5.89%;2.77%;778kB / 5.75MB
66.0;288112e27313;quicker;117.9MiB / 1.953GiB;5.89%;2.77%;778kB / 5.75MB
66.5;288112e27313;quicker;117.9MiB / 1.953GiB;5.90%;5.16%;778kB / 5.85MB
67.0;288112e27313;quicker;117.9MiB / 1.953GiB;5.90%;5.16%;778kB / 5.85MB
67.5;288112e27313;quicker;118MiB / 1.953GiB;5.90%;6.11%;778kB / 5.93MB
68.0;288112e27313;quicker;118MiB / 1.953GiB;5.90%;6.11%;778kB / 5.93MB
68.5;288112e27313;quicker;118MiB / 1.953GiB;5.90%;0.43%;778kB / 5.93MB
69.0;288112e27313;quicker;118MiB / 1.953GiB;5.90%;0.43%;778kB / 5.93MB
69.5;288112e27313;quicker;118.1MiB / 1.953GiB;5.90%;11.47%;779kB / 6.1MB
70.0;288112e27313;quicker;118.1MiB / 1.953GiB;5.90%;11.47%;779kB / 6.1MB
70.5;288112e27313;quicker;118.1MiB / 1.953GiB;5.90%;0.36%;779kB / 6.1MB
71.0;288112e27313;quicker;118.1MiB / 1.953GiB;5.90%;0.36%;779kB / 6.1MB
71.5;288112e27313;quicker;118.1MiB / 1.953GiB;5.90%;0.12%;779kB / 6.1MB
72.0;288112e27313;quicker;118.1MiB / 1.953GiB;5.90%;0.12%;779kB / 6.1MB
72.5;288112e27313;quicker;118.2MiB / 1.953GiB;5.91%;4.60%;779kB / 6.18MB
73.0;288112e27313;quicker;118.2MiB / 1.953GiB;5.91%;4.60%;779kB / 6.18MB
73.5;288112e27313;quicker;118.1MiB / 1.953GiB;5.91%;5.32%;779kB / 6.25MB
74.0;288112e27313;quicker;118.1MiB / 1.953GiB;5.91%;5.32%;779kB / 6.25MB
74.5;288112e27313;quicker;118.2MiB / 1.953GiB;5.91%;5.39%;780kB / 6.31MB
75.0;288112e27313;quicker;118.2MiB / 1.953GiB;5.91%;5.39%;780kB / 6.31MB
75.5;288112e27313;quicker;118.2MiB / 1.953GiB;5.91%;0.49%;780kB / 6.31MB
76.0;288112e27313;quicker;118.2MiB / 1.953GiB;5.91%;0.49%;780kB / 6.31MB
76.5;288112e27313;quicker;118.3MiB / 1.953GiB;5.91%;3.10%;780kB / 6.34MB
77.0;288112e27313;quicker;118.3MiB / 1.953GiB;5.91%;3.10%;780kB / 6.34MB
77.5;288112e27313;quicker;118.2MiB / 1.953GiB;5.91%;1.78%;780kB / 6.36MB
78.0;288112e27313;quicker;118.2MiB / 1.953GiB;5.91%;1.78%;780kB / 6.36MB
78.5;288112e27313;quicker;118.2MiB / 1.953GiB;5.91%;0.10%;780kB / 6.36MB
79.0;288112e27313;quicker;118.2MiB / 1.953GiB;5.91%;0.10%;780kB / 6.36MB
79.5;288112e27313;quicker;118.2MiB / 1.953GiB;5.91%;0.02%;780kB / 6.36MB
80.0;288112e27313;quicker;118.2MiB / 1.953GiB;5.91%;0.02%;780kB / 6.36MB
80.5;288112e27313;quicker;118.2MiB / 1.953GiB;5.91%;2.04%;780kB / 6.38MB
81.0;288112e27313;quicker;118.2MiB / 1.953GiB;5.91%;2.04%;780kB / 6.38MB
81.5;288112e27313;quicker;118.3MiB / 1.953GiB;5.92%;2.82%;780kB / 6.4MB
82.0;288112e27313;quicker;118.3MiB / 1.953GiB;5.92%;2.82%;780kB / 6.4MB
82.5;288112e27313;quicker;118.2MiB / 1.953GiB;5.91%;1.94%;781kB / 6.41MB
83.0;288112e27313;quicker;118.2MiB / 1.953GiB;5.91%;1.94%;781kB / 6.41MB
83.5;288112e27313;quicker;118.2MiB / 1.953GiB;5.91%;1.28%;781kB / 6.41MB
84.0;288112e27313;quicker;118.2MiB / 1.953GiB;5.91%;1.28%;781kB / 6.41MB
84.5;288112e27313;quicker;118.2MiB / 1.953GiB;5.91%;0.26%;781kB / 6.41MB
85.0;288112e27313;quicker;118.2MiB / 1.953GiB;5.91%;0.26%;781kB / 6.41MB
85.5;288112e27313;quicker;118.2MiB / 1.953GiB;5.91%;0.29%;781kB / 6.41MB
86.0;288112e27313;quicker;118.2MiB / 1.953GiB;5.91%;0.29%;781kB / 6.41MB
